Name,RA (1950),Dec m_Zw,V_h,sig sour,Ty,D1,D2,BT   UGC,CfARFN,Comments
16277+2020,162742.3,20202515.5,10699,4912700,,,,,T24328,
A1627+6729,162743,67290615.4,0 7636,1801,,,,,,MK885
16277+4059,162743.3,40585815.5,8248,2712779,,,,,,IIIZw82
16278+2432,162747.1,24330615.5,11241,10508,10,0.6,0.6,,,MK883
16279+0844,162756.7,8440015.2,9529,3212700,4X,1.1,0.8,10416,T18574,
16280+2158,162758.6,21571515.4,11057,3012700,,,,,T11422,
N6173,162804.5,40550814,8790,1312324,-5,1.9,1.4,10421,T00399,8680 (1140)
16280+7500,162807.4,74595614.2,5339,381-506,,0.3,0.2,10418,,
16282+0608,162811.8,6080115.5,8521,4112700,,,,,10498,
16282+2450,162813.3,24504315.4,12292,3312700,,,,,T11401,
N6175N,162816.4,40441715.4,8986,34H2779,,1.2,0.5,10422A,T14785,"A2197,POOR VEL"
16282+0337,162816.8,3365815.5,9849,4412700,,,,,T26392,
16284+2517,162826.9,25181415.5,12416,3612700,,,,,T11402,
A1628+0411,162827.4,4110014.9,7342,892212,,,,,T12950,"IR129570,M+1-42-8"
N6182,162830,55372914.6,5138,1015502,1A,1.9,0.6,10424,T24310,PGC58338
16285+6419,162830,64185315.4,5944,1312218,3A,1.8,0.3,10425,,"IR,PGC58305"
16286+1621,162834.7,16212715.5,10125,912212,-2,1.1,0.4,10426,,
16286+0516,162836,5155215.2,8406,371-1,,,,,T25909,
16286+2735,162836.3,27341015.5,17592,3312736,2B,,,,T11078,
16286+2027,162837.4,20273915.1,10734,810607,,,,,,
16287+4113,162839,41123215.4,8869,3712731,5B,1.5,1.3,10427,T08459,"A2197, 8929 (1140)"
16289+4136,162847.6,41352515.4,8957,910661,3B,1.1,1,10430,,
N6177,162848.4,35094714.8,9308,912218,3A1r,1.7,1.1,10428,T12547,PGC58390
16288+2931,162850.5,29302415.4,15873,5012736,-1  R,,,,T09500,
16289+3957,162851.2,39561415.3,7433,3412731,15,1.1,0.9,10429,T08353,"A2199-RS149, 7196 (1140)"
N6180,162853,40384615.2,9029,2612779,,,,,9114 (,1140)
16290+2356,162900.1,23562315.5,11109,3212700,,,,,T11409,
16291+0510,162904.9,5112415.5,11652,3112700,,,,,T25908,Coord updated
N6168,162910.2,20172314.7,2520,813800,2,1.6,0.4,10434,,
16292+3958,162911.8,39571415.5,8439,2812779,,,,,T08354,"A2199-RS156, 8394 (1140)"
16292+2248,162913.7,22481115.3,7297,612212,3B,1.1,0.7,10435,,
16294+3954W,162920.5,39535514.8,8731,38H2731,,,,,T08642,"A2199-RS159, W Comp, 8816 (1140)"
16294+4116,162924.1,41154214.8,9064,710661,5A,1.4,1.4,10436,T14787,"A2197, 8807 (1140)"
16295+2225,162928.9,22253015.2,4325,321-1,,,,,,
16296+4327,162932.2,43271415.4,2596,412218,20,2.2,1.9,10437,T08541,PGC58418
16296+3916,162935.8,39152415.5,8892,3012731,,,,,T08509,"A2199-RS163, 8977 (1140)"
